Device;Bouwdeel;Verdieping;Geslacht;Datum;Tijd;
Lift TBP 00;BS;BS02;V;3/27/14;8:17:24 ;
Lift TBP 00;BS;BS02;V;3/27/14;7:40:50 ;
Lift TBP 00;BS;BS02;V;3/27/14;9:05:51 ;
Lift TBP 00;BS;BS02;V;3/27/14;7:04:50 ;
Lift TBP 00;BS;BS02;V;3/27/14;7:21:11 ;
Lift TBP 00;BS;BS03;V;3/27/14;6:46:01 ;
Lift TBP 00;BS;BS03;V;3/27/14;8:00:55 ;
Lift TBP 00;BS;BS03;V;3/27/14;7:18:02 ;
Lift TBP 00;BS;BS03;V;3/27/14;7:18:03 ;
Lift TBP 00;BS;BS03;V;3/27/14;7:35:48 ;
Lift TBP 00;BS;BS03;V;3/27/14;9:28:24 ;
Lift TBP 00;BS;BS04;V;3/27/14;9:34:13 ;
Lift TBP 00;BS;BS04;V;3/27/14;8:34:16 ;
Lift TBP 00;BS;BS04;V;3/27/14;7:33:59 ;
Lift TBP 00;BS;BS04;V;3/27/14;7:01:37 ;
Lift TBP 00;BS;BS04;V;3/27/14;9:18:56 ;
Lift TBP 00;BS;BS04;V;3/27/14;8:56:52 ;
Lift TBP 00;BS;BS04;V;3/27/14;7:33:09 ;
Lift TBP 00;BS;BS04;V;3/27/14;8:33:32 ;
Lift TBP 00;BS;BS04;V;3/27/14;7:28:04 ;
Lift TBP 00;BS;BS06;V;3/27/14;8:43:05 ;
Lift TBP 00;BS;BS06;V;3/27/14;7:49:43 ;
Lift TBP 00;CS;CS01;V;3/27/14;7:35:12 ;
Lift TBP 00;CS;CS02;V;3/27/14;8:49:03 ;
Lift TBP 00;CS;CS02;V;3/27/14;8:49:06 ;
Lift TBP 00;CS;CS02;V;3/27/14;8:49:09 ;
Lift TBP 00;CS;CS03;V;3/27/14;6:31:18 ;
Lift TBP 00;CS;CS03;V;3/27/14;8:20:31 ;
Lift TBP 00;CS;CS03;V;3/27/14;6:55:58 ;
Lift TBP 00;CS;CS03;V;3/27/14;8:55:19 ;
Lift TBP 00;CS;CS03;V;3/27/14;8:29:39 ;
Lift TBP 00;CS;CS04;V;3/27/14;9:09:57 ;
Lift TBP 00;BP;BP02;V;3/27/14;8:45:33 ;
Lift TBP 00;BS;BS02;V;3/27/14;8:10:14 ;
Lift TBP 00;BS;BS02;V;3/27/14;6:44:47 ;
Lift TBP 00;BS;BS02;V;3/27/14;8:16:45 ;
Lift TBP 00;BP;BP02;M;3/27/14;8:21:16 ;
Lift TBP 00;BP;BP02;M;3/27/14;8:21:18 ;
Lift TBP 00;BP;BP03;M;3/27/14;7:28:51 ;
Lift TBP 00;BP;BP04;M;3/27/14;8:38:46 ;
Lift TBP 00;BP;BP04;M;3/27/14;8:19:19 ;
Lift TBP 00;BP;BP04;M;3/27/14;8:19:20 ;
Lift TBP 00;BP;BP05;M;3/27/14;6:39:17 ;
Lift TBP 00;BP;BP05;M;3/27/14;8:01:37 ;
Lift TBP 00;BP;BP05;M;3/27/14;9:29:53 ;
Lift TBP 00;BP;BP05;M;3/27/14;8:02:42 ;
Lift TBP 00;BP;BP05;M;3/27/14;8:02:44 ;
Lift TBP 00;BP;BP06;M;3/27/14;7:07:35 ;
Lift TBP 00;BS;BS03;M;3/27/14;7:29:37 ;
Lift TBP 00;BS;BS04;M;3/27/14;8:53:44 ;
Lift TBP 00;BS;BS05;M;3/27/14;6:50:27 ;
Lift TBP 00;BS;BS05;M;3/27/14;8:32:32 ;
Lift TBP 00;BS;BS05;M;3/27/14;6:58:33 ;
Lift TBP 00;BS;BS05;M;3/27/14;8:37:11 ;
Lift TBP 00;CS;CS05;M;3/27/14;7:56:24 ;
Lift TBP 00;CS;CS05;M;3/27/14;8:58:35 ;
Lift TBP 00;CS;CS05;M;3/27/14;7:15:34 ;
Lift TBP 00;BP;BP02;M;3/27/14;6:36:51 ;
Lift TBP 00;BP;BP02;M;3/27/14;7:19:22 ;
Lift TBP 00;BP;BP03;M;3/27/14;7:12:54 ;
Lift TBP 00;BP;BP03;M;3/27/14;7:13:09 ;
Lift TBP 00;BP;BP06;M;3/27/14;8:41:02 ;
Lift TBP 00;BS;BS03;M;3/27/14;7:53:20 ;
Lift TBP 00;BS;BS03;M;3/27/14;8:44:06 ;
Lift TBP 00;BS;BS03;M;3/27/14;8:48:02 ;
Lift TBP 00;BS;BS03;M;3/27/14;8:54:15 ;
Lift TBP 00;BS;BS04;M;3/27/14;7:54:47 ;
Lift TBP 00;BS;BS04;M;3/27/14;7:30:34 ;
Lift TBP 00;BS;BS06;M;3/27/14;5:55:56 ;
Lift TBP 00;BS;BS06;M;3/27/14;7:58:11 ;
Lift TBP 00;CS;CS02;M;3/27/14;8:05:33 ;
Lift TBP 00;BP;BP02;M;3/27/14;7:14:24 ;
Lift TBP 00;BS;BS02;M;3/27/14;7:16:20 ;
Lift TBS 00;BP;BP03;V;3/27/14;7:46:28 ;
Lift TBS 00;BP;BP04;V;3/27/14;9:44:27 ;
Lift TBS 00;BP;BP05;V;3/27/14;9:01:43 ;
Lift TBS 00;BS;BS00;V;3/27/14;8:38:40 ;
Lift TBS 00;BS;BS00;V;3/27/14;8:38:53 ;
Lift TBS 00;BS;BS02;V;3/27/14;8:03:04 ;
Lift TBS 00;BS;BS03;V;3/27/14;9:55:46 ;
Lift TBS 00;BS;BS03;V;3/27/14;9:00:04 ;
Lift TBS 00;BS;BS05;V;3/27/14;8:46:56 ;
Lift TBS 00;BS;BS06;V;3/27/14;9:11:40 ;
Lift TBS 00;BS;BS06;V;3/27/14;7:43:17 ;
Lift TBS 00;BS;BS06;V;3/27/14;8:36:15 ;
Lift TBS 00;BS;BS06;V;3/27/14;8:48:05 ;
Lift TBS 00;BS;BS06;V;3/27/14;8:48:07 ;
Lift TBS 00;BP;BP02;V;3/27/14;6:58:39 ;
Lift TBS 00;BP;BP03;V;3/27/14;7:53:47 ;
Lift TBS 00;BS;BS02;V;3/27/14;7:04:57 ;
Lift TBS 00;BS;BS02;V;3/27/14;7:58:18 ;
Lift TBS 00;BS;BS02;V;3/27/14;7:16:29 ;
Lift TBS 00;BS;BS02;V;3/27/14;9:28:28 ;
Lift TBS 00;BS;BS02;V;3/27/14;8:00:52 ;
Lift TBS 00;BS;BS02;V;3/27/14;8:28:39 ;
Lift TBS 00;BS;BS04;V;3/27/14;7:00:56 ;
Lift TBS 00;BS;BS04;V;3/27/14;7:38:37 ;
Lift TBS 00;BS;BS04;V;3/27/14;7:38:39 ;
Lift TBS 00;BS;BS04;V;3/27/14;7:55:32 ;
Lift TBS 00;BS;BS04;V;3/27/14;8:27:20 ;
Lift TBS 00;BS;BS04;V;3/27/14;8:41:02 ;
Lift TBS 00;BS;BS04;V;3/27/14;8:41:03 ;
Lift TBS 00;BS;BS06;V;3/27/14;9:11:13 ;
Lift TBS 00;BS;BS06;V;3/27/14;7:26:48 ;
Lift TBS 00;BS;BS06;V;3/27/14;6:56:46 ;
Lift TBS 00;BS;BS06;V;3/27/14;8:33:36 ;
Lift TBS 00;BS;BS06;V;3/27/14;8:10:57 ;
Lift TBS 00;BS;BS06;V;3/27/14;7:49:09 ;
Lift TBS 00;CP;CP05;V;3/27/14;8:25:13 ;
Lift TBS 00;CP;CP06;V;3/27/14;9:52:21 ;
Lift TBS 00;CS;CS01;V;3/27/14;6:20:45 ;
Lift TBS 00;CS;CS01;V;3/27/14;9:07:13 ;
Lift TBS 00;BP;BP02;V;3/27/14;9:20:17 ;
Lift TBS 00;BP;BP03;V;3/27/14;8:26:20 ;
Lift TBS 00;BP;BP03;M;3/27/14;8:53:47 ;
Lift TBS 00;BS;BS04;M;3/27/14;8:37:19 ;
Lift TBS 00;BS;BS04;M;3/27/14;7:50:02 ;
Lift TBS 00;BS;BS04;M;3/27/14;8:45:20 ;
Lift TBS 00;BS;BS05;M;3/27/14;8:43:55 ;
Lift TBS 00;BS;BS05;M;3/27/14;7:02:07 ;
Lift TBS 00;BS;BS05;M;3/27/14;8:18:27 ;
Lift TBS 00;BS;BS06;M;3/27/14;7:45:17 ;
Lift TBS 00;BS;BS06;M;3/27/14;8:31:05 ;
Lift TBS 00;BP;BP03;M;3/27/14;8:32:23 ;
Lift TBS 00;BS;BS03;M;3/27/14;7:37:21 ;
Lift TBS 00;BS;BS04;M;3/27/14;8:15:02 ;
Lift TBS 00;BS;BS06;M;3/27/14;8:22:24 ;
Lift TBS 00;BS;BS06;M;3/27/14;8:22:32 ;
Lift TBS 00;BS;BS06;M;3/27/14;9:04:56 ;
Lift TBS 00;BS;BS06;M;3/27/14;9:57:43 ;
Lift TBS 00;CS;CS03;M;3/27/14;8:25:39 ;
Lift TBS 00;BP;BP03;M;3/27/14;9:24:35 ;
Lift TCP 00;CP;CP02;V;3/27/14;9:54:08 ;
Lift TCP 00;CP;CP03;V;3/27/14;8:31:04 ;
Lift TCP 00;CP;CP03;V;3/27/14;8:31:05 ;
Lift TCP 00;CP;CP03;V;3/27/14;8:31:06 ;
Lift TCP 00;CP;CP04;V;3/27/14;8:40:59 ;
Lift TCP 00;CP;CP04;V;3/27/14;8:25:47 ;
Lift TCP 00;CP;CP04;V;3/27/14;8:26:02 ;
Lift TCP 00;CP;CP04;V;3/27/14;9:59:42 ;
Lift TCP 00;CP;CP05;V;3/27/14;8:51:14 ;
Lift TCP 00;CP;CP05;V;3/27/14;8:51:20 ;
Lift TCP 00;CP;CP06;V;3/27/14;7:33:57 ;
Lift TCP 00;CP;CP06;V;3/27/14;7:33:59 ;
Lift TCP 00;CS;CS01;V;3/27/14;9:09:29 ;
Lift TCP 00;CS;CS03;V;3/27/14;7:37:58 ;
Lift TCP 00;CS;CS03;V;3/27/14;9:24:43 ;
Lift TCP 00;CS;CS05;V;3/27/14;9:06:04 ;
Lift TCP 00;BP;BP03;V;3/27/14;8:09:39 ;
Lift TCP 00;BP;BP03;V;3/27/14;7:27:45 ;
Lift TCP 00;BP;BP03;V;3/27/14;9:34:20 ;
Lift TCP 00;BP;BP03;V;3/27/14;6:56:46 ;
Lift TCP 00;BP;BP03;V;3/27/14;7:44:46 ;
Lift TCP 00;BS;BS03;V;3/27/14;7:01:31 ;
Lift TCP 00;BS;BS04;V;3/27/14;7:05:48 ;
Lift TCP 00;CP;CP02;V;3/27/14;8:23:58 ;
Lift TCP 00;CP;CP03;V;3/27/14;7:24:21 ;
Lift TCP 00;CP;CP03;V;3/27/14;8:56:16 ;
Lift TCP 00;CP;CP05;V;3/27/14;8:27:49 ;
Lift TCP 00;CP;CP05;V;3/27/14;8:06:41 ;
Lift TCP 00;CP;CP06;V;3/27/14;7:52:13 ;
Lift TCP 00;CP;CP06;V;3/27/14;8:52:55 ;
Lift TCP 00;CP;CP06;V;3/27/14;7:31:33 ;
Lift TCP 00;CP;CP06;V;3/27/14;8:16:18 ;
Lift TCP 00;CP;CP06;V;3/27/14;7:46:32 ;
Lift TCP 00;CP;CP06;V;3/27/14;6:57:26 ;
Lift TCP 00;CS;CS03;V;3/27/14;8:37:51 ;
Lift TCP 00;CS;CS03;V;3/27/14;9:20:48 ;
Lift TCP 00;CS;CS03;V;3/27/14;9:25:57 ;
Lift TCP 00;CS;CS06;V;3/27/14;8:55:14 ;
Lift TCP 00;CP;CP02;M;3/27/14;8:02:32 ;
Lift TCP 00;CP;CP04;M;3/27/14;7:49:23 ;
Lift TCP 00;CP;CP04;M;3/27/14;7:18:55 ;
Lift TCP 00;CP;CP04;M;3/27/14;7:40:23 ;
Lift TCP 00;CP;CP04;M;3/27/14;8:28:44 ;
Lift TCP 00;CP;CP04;M;3/27/14;9:46:47 ;
Lift TCP 00;CP;CP04;M;3/27/14;9:46:53 ;
Lift TCP 00;CP;CP04;M;3/27/14;8:03:15 ;
Lift TCP 00;CP;CP04;M;3/27/14;9:51:40 ;
Lift TCP 00;CS;CS01;M;3/27/14;8:57:09 ;
Lift TCP 00;CS;CS03;M;3/27/14;9:26:47 ;
Lift TCP 00;CS;CS03;M;3/27/14;9:27:12 ;
Lift TCP 00;CS;CS05;M;3/27/14;9:29:51 ;
Lift TCP 00;CS;CS05;M;3/27/14;9:54:58 ;
Lift TCP 00;CS;CS06;M;3/27/14;9:18:21 ;
Lift TCP 00;BP;BP03;M;3/27/14;7:39:49 ;
Lift TCP 00;BP;BP03;M;3/27/14;9:44:33 ;
Lift TCP 00;BP;BP03;M;3/27/14;8:14:28 ;
Lift TCP 00;CP;CP03;M;3/27/14;9:22:26 ;
Lift TCP 00;CP;CP04;M;3/27/14;9:59:59 ;
Lift TCP 00;CP;CP04;M;3/27/14;8:52:09 ;
Lift TCP 00;CP;CP04;M;3/27/14;8:01:32 ;
Lift TCP 00;CP;CP04;M;3/27/14;8:39:45 ;
Lift TCP 00;CP;CP04;M;3/27/14;7:22:07 ;
Lift TCP 00;CP;CP05;M;3/27/14;8:10:41 ;
Lift TCP 00;CP;CP05;M;3/27/14;7:26:09 ;
Lift TCP 00;CP;CP05;M;3/27/14;7:26:12 ;
Lift TCP 00;CP;CP05;M;3/27/14;7:53:53 ;
Lift TCP 00;CP;CP05;M;3/27/14;9:07:39 ;
Lift TCP 00;CS;CS04;M;3/27/14;8:54:19 ;
Lift TCP 00;CS;CS04;M;3/27/14;7:02:25 ;
Lift TCP 00;CS;CS06;M;3/27/14;9:07:18 ;
Lift TCP 00;CS;CS06;M;3/27/14;8:21:15 ;
Lift TCP 00;CS;CS06;M;3/27/14;9:31:21 ;
Lift TCS 00;BP;BP05;V;3/27/14;8:53:49 ;
Lift TCS 00;BS;BS06;V;3/27/14;7:54:44 ;
Lift TCS 00;CP;CP02;V;3/27/14;8:02:57 ;
Lift TCS 00;CP;CP02;V;3/27/14;8:02:59 ;
Lift TCS 00;CP;CP02;V;3/27/14;8:57:25 ;
Lift TCS 00;CP;CP02;V;3/27/14;8:57:27 ;
Lift TCS 00;CP;CP03;V;3/27/14;7:22:28 ;
Lift TCS 00;CP;CP03;V;3/27/14;7:22:30 ;
Lift TCS 00;CP;CP04;V;3/27/14;9:13:31 ;
Lift TCS 00;CP;CP04;V;3/27/14;7:41:36 ;
Lift TCS 00;CP;CP05;V;3/27/14;7:04:43 ;
Lift TCS 00;CP;CP05;V;3/27/14;8:20:27 ;
Lift TCS 00;CP;CP05;V;3/27/14;7:21:38 ;
Lift TCS 00;CP;CP06;V;3/27/14;9:08:09 ;
Lift TCS 00;CP;CP06;V;3/27/14;6:43:16 ;
Lift TCS 00;CP;CP06;V;3/27/14;6:43:18 ;
Lift TCS 00;CP;CP06;V;3/27/14;8:51:14 ;
Lift TCS 00;CS;CS02;V;3/27/14;9:45:51 ;
Lift TCS 00;CS;CS02;V;3/27/14;9:45:54 ;
Lift TCS 00;CS;CS03;V;3/27/14;6:44:46 ;
Lift TCS 00;CS;CS04;V;3/27/14;7:25:01 ;
Lift TCS 00;CS;CS04;V;3/27/14;6:48:04 ;
Lift TCS 00;CS;CS04;V;3/27/14;6:57:25 ;
Lift TCS 00;CS;CS04;V;3/27/14;7:52:47 ;
Lift TCS 00;CS;CS05;V;3/27/14;6:59:29 ;
Lift TCS 00;CS;CS05;V;3/27/14;8:35:41 ;
Lift TCS 00;CS;CS05;V;3/27/14;8:58:14 ;
Lift TCS 00;EP;EP02;V;3/27/14;9:18:16 ;
Lift TCS 00;BP;BP06;V;3/27/14;7:20:52 ;
Lift TCS 00;BS;BS02;V;3/27/14;8:04:28 ;
Lift TCS 00;BS;BS04;V;3/27/14;9:27:38 ;
Lift TCS 00;CP;CP02;V;3/27/14;7:53:43 ;
Lift TCS 00;CP;CP03;V;3/27/14;6:54:40 ;
Lift TCS 00;CP;CP03;V;3/27/14;8:27:47 ;
Lift TCS 00;CP;CP03;V;3/27/14;8:28:56 ;
Lift TCS 00;CP;CP03;V;3/27/14;8:02:10 ;
Lift TCS 00;CP;CP03;V;3/27/14;7:49:16 ;
Lift TCS 00;CP;CP04;V;3/27/14;7:40:36 ;
Lift TCS 00;CP;CP04;V;3/27/14;6:57:52 ;
Lift TCS 00;CP;CP04;V;3/27/14;6:46:02 ;
Lift TCS 00;CP;CP04;V;3/27/14;9:52:01 ;
Lift TCS 00;CP;CP04;V;3/27/14;9:34:27 ;
Lift TCS 00;CP;CP05;V;3/27/14;8:26:27 ;
Lift TCS 00;CP;CP05;V;3/27/14;7:50:26 ;
Lift TCS 00;CP;CP06;V;3/27/14;8:40:48 ;
Lift TCS 00;CP;CP06;V;3/27/14;8:17:35 ;
Lift TCS 00;CP;CP06;V;3/27/14;8:17:37 ;
Lift TCS 00;CS;CS02;V;3/27/14;7:00:16 ;
Lift TCS 00;CS;CS02;V;3/27/14;8:21:20 ;
Lift TCS 00;CS;CS02;V;3/27/14;9:19:20 ;
Lift TCS 00;CS;CS03;V;3/27/14;7:01:52 ;
Lift TCS 00;CS;CS03;V;3/27/14;7:05:43 ;
Lift TCS 00;CS;CS03;V;3/27/14;7:05:46 ;
Lift TCS 00;CS;CS03;V;3/27/14;7:56:01 ;
Lift TCS 00;CS;CS03;V;3/27/14;7:56:03 ;
Lift TCS 00;CS;CS03;V;3/27/14;6:52:30 ;
Lift TCS 00;CS;CS03;V;3/27/14;6:49:53 ;
Lift TCS 00;CS;CS03;V;3/27/14;7:32:49 ;
Lift TCS 00;CS;CS03;V;3/27/14;9:06:32 ;
Lift TCS 00;CS;CS03;V;3/27/14;9:06:34 ;
Lift TCS 00;CS;CS03;V;3/27/14;7:20:04 ;
Lift TCS 00;CS;CS03;V;3/27/14;7:54:59 ;
Lift TCS 00;CS;CS04;V;3/27/14;7:37:56 ;
Lift TCS 00;CS;CS04;V;3/27/14;7:27:24 ;
Lift TCS 00;CS;CS04;V;3/27/14;7:13:14 ;
Lift TCS 00;CS;CS04;V;3/27/14;8:01:21 ;
Lift TCS 00;CS;CS04;V;3/27/14;9:26:20 ;
Lift TCS 00;CS;CS04;V;3/27/14;6:21:37 ;
Lift TCS 00;CS;CS04;V;3/27/14;8:29:39 ;
Lift TCS 00;CS;CS04;V;3/27/14;6:32:39 ;
Lift TCS 00;CS;CS04;V;3/27/14;6:56:28 ;
Lift TCS 00;CS;CS04;V;3/27/14;7:18:30 ;
Lift TCS 00;CS;CS04;V;3/27/14;8:13:19 ;
Lift TCS 00;CS;CS04;V;3/27/14;7:31:28 ;
Lift TCS 00;CS;CS04;V;3/27/14;7:17:12 ;
Lift TCS 00;CS;CS04;V;3/27/14;8:39:50 ;
Lift TCS 00;CS;CS05;V;3/27/14;8:06:57 ;
Lift TCS 00;CS;CS05;V;3/27/14;8:06:59 ;
Lift TCS 00;CS;CS05;V;3/27/14;7:33:20 ;
Lift TCS 00;CS;CS05;V;3/27/14;8:38:24 ;
Lift TCS 00;CS;CS05;V;3/27/14;9:38:00 ;
Lift TCS 00;CS;CS05;V;3/27/14;7:17:47 ;
Lift TCS 00;CS;CS05;V;3/27/14;8:05:27 ;
Lift TCS 00;CS;CS05;V;3/27/14;8:20:47 ;
Lift TCS 00;CS;CS05;V;3/27/14;7:10:36 ;
Lift TCS 00;CS;CS05;V;3/27/14;8:41:41 ;
Lift TCS 00;CS;CS05;V;3/27/14;6:35:45 ;
Lift TCS 00;CS;CS05;V;3/27/14;7:36:58 ;
Lift TCS 00;CS;CS05;V;3/27/14;6:55:21 ;
Lift TCS 00;CS;CS05;V;3/27/14;9:07:11 ;
Lift TCS 00;CS;CS06;V;3/27/14;8:50:21 ;
Lift TCS 00;BP;BP05;M;3/27/14;7:06:43 ;
Lift TCS 00;BP;BP05;M;3/27/14;7:06:51 ;
Lift TCS 00;CP;CP02;M;3/27/14;7:57:10 ;
Lift TCS 00;CP;CP02;M;3/27/14;7:57:11 ;
Lift TCS 00;CP;CP03;M;3/27/14;6:44:13 ;
Lift TCS 00;CP;CP05;M;3/27/14;9:20:20 ;
Lift TCS 00;CS;CS01;M;3/27/14;9:12:24 ;
Lift TCS 00;CS;CS02;M;3/27/14;7:37:21 ;
Lift TCS 00;CS;CS03;M;3/27/14;9:29:50 ;
Lift TCS 00;CS;CS05;M;3/27/14;8:00:31 ;
Lift TCS 00;CS;CS05;M;3/27/14;8:15:41 ;
Lift TCS 00;CS;CS05;M;3/27/14;8:24:11 ;
Lift TCS 00;CS;CS05;M;3/27/14;7:16:51 ;
Lift TCS 00;CS;CS05;M;3/27/14;9:26:58 ;
Lift TCS 00;CS;CS05;M;3/27/14;8:08:13 ;
Lift TCS 00;CS;CS05;M;3/27/14;9:11:24 ;
Lift TCS 00;CS;CS05;M;3/27/14;9:11:25 ;
Lift TCS 00;CS;CS05;M;3/27/14;9:11:27 ;
Lift TCS 00;CS;CS05;M;3/27/14;9:11:29 ;
Lift TCS 00;CS;CS05;M;3/27/14;8:14:48 ;
Lift TCS 00;CS;CS05;M;3/27/14;7:09:30 ;
Lift TCS 00;CS;CS06;M;3/27/14;9:59:39 ;
Lift TCS 00;CS;CS06;M;3/27/14;9:59:43 ;
Lift TCS 00;CS;CS06;M;3/27/14;8:56:31 ;
Lift TCS 00;CS;CS06;M;3/27/14;8:45:56 ;
Lift TCS 00;CS;CS06;M;3/27/14;8:45:57 ;
Lift TCS 00;CS;CS06;M;3/27/14;7:45:42 ;
Lift TCS 00;CP;CP05;M;3/27/14;8:59:52 ;
Lift TCS 00;BP;BP06;M;3/27/14;8:31:32 ;
Lift TCS 00;BP;BP06;M;3/27/14;8:42:13 ;
Lift TCS 00;BP;BP06;M;3/27/14;8:53:08 ;
Lift TCS 00;CP;CP02;M;3/27/14;8:46:35 ;
Lift TCS 00;CP;CP04;M;3/27/14;8:37:43 ;
Lift TCS 00;CP;CP04;M;3/27/14;9:20:49 ;
Lift TCS 00;CP;CP04;M;3/27/14;8:27:12 ;
Lift TCS 00;CP;CP04;M;3/27/14;8:52:16 ;
Lift TCS 00;CP;CP04;M;3/27/14;7:03:11 ;
Lift TCS 00;CP;CP05;M;3/27/14;8:54:23 ;
Lift TCS 00;CP;CP05;M;3/27/14;9:56:27 ;
Lift TCS 00;CP;CP05;M;3/27/14;8:33:58 ;
Lift TCS 00;CP;CP05;M;3/27/14;9:28:58 ;
Lift TCS 00;CP;CP05;M;3/27/14;6:53:01 ;
Lift TCS 00;CP;CP05;M;3/27/14;6:53:55 ;
Lift TCS 00;CP;CP06;M;3/27/14;7:53:50 ;
Lift TCS 00;CP;CP06;M;3/27/14;8:43:06 ;
Lift TCS 00;CP;CP06;M;3/27/14;9:02:41 ;
Lift TCS 00;CS;CS03;M;3/27/14;7:30:09 ;
Lift TCS 00;CS;CS04;M;3/27/14;7:12:42 ;
Lift TCS 00;CS;CS04;M;3/27/14;7:31:56 ;
Lift TCS 00;CS;CS04;M;3/27/14;9:17:45 ;
Lift TCS 00;CS;CS04;M;3/27/14;9:23:41 ;
Lift TCS 00;CS;CS04;M;3/27/14;9:32:04 ;
Lift TCS 00;CS;CS04;M;3/27/14;7:43:36 ;
Lift TCS 00;CS;CS05;M;3/27/14;7:11:02 ;
Lift TCS 00;CS;CS05;M;3/27/14;9:04:11 ;
Lift TCS 00;CS;CS05;M;3/27/14;7:47:39 ;
Lift TCS 00;CS;CS05;M;3/27/14;8:49:11 ;
Lift TCS 00;CS;CS05;M;3/27/14;8:50:03 ;
Lift TCS 00;CS;CS06;M;3/27/14;8:23:22 ;
Lift TCS 00;CS;CS06;M;3/27/14;8:43:44 ;
Lift TCS 00;CS;CS06;M;3/27/14;8:43:46 ;
Lift TCS 00;CS;CS06;M;3/27/14;8:24:50 ;
Lift TDM 00;DM;DM03;V;3/27/14;9:00:35 ;
Lift TDM 00;DM;DM05;V;3/27/14;8:51:07 ;
Lift TDM 00;EP;EP05;V;3/27/14;8:07:30 ;
Lift TDM 00;DM;DM04;V;3/27/14;8:06:59 ;
Lift TDM 00;DM;DM02;V;3/27/14;8:50:01 ;
Lift TDM 00;DM;DM03;V;3/27/14;9:10:23 ;
Lift TDM 00;DM;DM03;V;3/27/14;7:34:31 ;
Lift TDM 00;DM;DM03;V;3/27/14;8:41:36 ;
Lift TDM 00;DM;DM03;V;3/27/14;8:32:38 ;
Lift TDM 00;DM;DM03;V;3/27/14;8:33:04 ;
Lift TDM 00;DM;DM03;V;3/27/14;8:34:21 ;
Lift TDM 00;DM;DM03;V;3/27/14;8:30:23 ;
Lift TDM 00;DM;DM03;V;3/27/14;7:23:35 ;
Lift TDM 00;DM;DM03;V;3/27/14;7:45:03 ;
Lift TDM 00;DM;DM03;V;3/27/14;7:27:24 ;
Lift TDM 00;DM;DM03;V;3/27/14;8:17:59 ;
Lift TDM 00;DM;DM03;V;3/27/14;8:07:31 ;
Lift TDM 00;DM;DM03;V;3/27/14;7:54:57 ;
Lift TDM 00;DM;DM04;V;3/27/14;8:51:14 ;
Lift TDM 00;DM;DM04;V;3/27/14;7:11:50 ;
Lift TDM 00;DM;DM04;V;3/27/14;7:18:46 ;
Lift TDM 00;DM;DM04;V;3/27/14;8:52:59 ;
Lift TDM 00;DM;DM04;V;3/27/14;8:53:19 ;
Lift TDM 00;DM;DM04;V;3/27/14;8:11:13 ;
Lift TDM 00;DM;DM04;V;3/27/14;6:53:16 ;
Lift TDM 00;DM;DM04;V;3/27/14;8:31:42 ;
Lift TDM 00;DM;DM04;V;3/27/14;8:23:12 ;
Lift TDM 00;DM;DM05;V;3/27/14;9:28:12 ;
Lift TDM 00;DM;DM05;V;3/27/14;7:44:28 ;
Lift TDM 00;DM;DM05;V;3/27/14;8:02:30 ;
Lift TDM 00;DM;DM05;V;3/27/14;8:58:07 ;
Lift TDM 00;DM;DM05;V;3/27/14;8:15:05 ;
Lift TDM 00;DM;DM05;V;3/27/14;6:56:49 ;
Lift TDM 00;DM;DM05;V;3/27/14;9:15:56 ;
Lift TDM 00;DM;DM05;V;3/27/14;8:38:34 ;
Lift TDM 00;DM;DM05;V;3/27/14;9:05:23 ;
Lift TDM 00;DM;DM05;V;3/27/14;7:32:16 ;
Lift TDM 00;DM;DM05;V;3/27/14;7:32:18 ;
Lift TDM 00;DM;DM06;V;3/27/14;9:16:57 ;
Lift TDM 00;DM;DM06;V;3/27/14;7:10:19 ;
Lift TDM 00;DM;DM06;V;3/27/14;8:29:37 ;
Lift TDM 00;DM;DM06;V;3/27/14;7:20:57 ;
Lift TDM 00;ES;ES06;V;3/27/14;7:17:19 ;
Lift TDM 00;ES;ES06;V;3/27/14;7:17:20 ;
Lift TDM 00;ES;ES06;V;3/27/14;6:55:04 ;
Lift TDM 00;ES;ES06;V;3/27/14;9:02:08 ;
Lift TDM 00;ES;ES06;V;3/27/14;7:33:49 ;
Lift TDM 00;ES;ES06;V;3/27/14;6:58:55 ;
Lift TDM 00;ES;ES03;V;3/27/14;7:25:58 ;
Lift TDM 00;ES;ES03;V;3/27/14;7:37:49 ;
Lift TDM 00;ES;ES03;V;3/27/14;8:38:04 ;
Lift TDM 00;DM;DM02;M;3/27/14;8:56:46 ;
Lift TDM 00;DM;DM02;M;3/27/14;9:30:15 ;
Lift TDM 00;DM;DM02;M;3/27/14;7:27:00 ;
Lift TDM 00;DM;DM02;M;3/27/14;7:34:57 ;
Lift TDM 00;DM;DM03;M;3/27/14;9:14:22 ;
Lift TDM 00;DM;DM04;M;3/27/14;8:06:24 ;
Lift TDM 00;DM;DM04;M;3/27/14;7:41:29 ;
Lift TDM 00;DM;DM04;M;3/27/14;8:27:57 ;
Lift TDM 00;DM;DM04;M;3/27/14;9:34:27 ;
Lift TDM 00;DM;DM04;M;3/27/14;7:20:18 ;
Lift TDM 00;DM;DM04;M;3/27/14;8:32:12 ;
Lift TDM 00;DM;DM05;M;3/27/14;8:47:16 ;
Lift TDM 00;DM;DM05;M;3/27/14;9:31:21 ;
Lift TDM 00;DM;DM05;M;3/27/14;7:54:02 ;
Lift TDM 00;DM;DM05;M;3/27/14;8:28:22 ;
